CountryCode,CountryName,TotalPopulation,TotalExpectedDeaths,PercentDied
480,Mauritius,1271684,16251.89812,1.2779824327427254
484,Mexico,128929378,1031434.39238,0.7999995101038958
496,Mongolia,3278219,16392.37842,0.5000391499164638
498,Republic of Moldova,4033734,51322.2909,1.2723271018862423
499,Montenegro,627981,9796.34874,1.5599753400182488
504,Morocco,36910276,297468.1963,0.8059224382391506
508,Mozambique,31255353,99578.69082,0.31859723619182934
512,Oman,5106633,16083.819959999999,0.31495938635104576
516,Namibia,2540853,10182.702659999999,0.40075921983680274
524,Nepal,29136540,180517.81905999998,0.6195581872796152
528,Netherlands,17132381,335209.32555999997,1.9565834168642406
531,Curaçao,164050,2871.11382,1.7501455775678145
533,Aruba,106721,1589.53402,1.489429465615952
540,New Caledonia,285438,2875.7305,1.0074799080711048
548,Vanuatu,307100,1250.29194,0.4071286030608922
554,New Zealand,4821585,77887.3671,1.6153892775923269
558,Nicaragua,6624453,40290.4478,0.60820791995958
562,Niger,24206568,70577.92396,0.29156518164822043
566,Nigeria,206139443,649551.58642,0.31510300841358146
578,Norway,5420281,93119.72098,1.7179869637754943
583,Micronesia (Fed. States of),114978,575.80454,0.5007954043382212
586,Pakistan,220890982,1056626.50334,0.4783475059837436
591,Panama,4314934,38151.0375,0.8841627125698793
598,Papua New Guinea,8946963,36625.57128,0.40936316915583526
600,Paraguay,7132360,50489.8018,0.7078975514415986
604,Peru,32970824,296722.31506,0.8999541990821945
608,Philippines,109579840,656172.72798,0.5988078901922105
616,Poland,37840175,692935.4139599999,1.83121619802234
620,Portugal,10194783,224363.7443,2.200770181179923
624,Guinea-Bissau,1967949,6370.16042,0.32369540165929095
626,Timor-Leste,1318391,6193.38882,0.46976874235336863
630,Puerto Rico,2860868,58163.9504,2.033087524485576
634,Qatar,2881073,7572.20718,0.2628259395024007
638,Réunion,895128,11560.82042,1.2915270687544127
642,Romania,19235432,360464.21155999997,1.873959532387939
643,Russian Federation,145923372,2259496.45204,1.5484129931153179
646,Rwanda,12952112,46026.962999999996,0.35536260804415526
662,Saint Lucia,183586,1961.12132,1.0682303225736167
670,Saint Vincent and the Grenadines,110897,1141.81276,1.0296155531709605
678,Sao Tome and Principe,219113,757.2812,0.3456121727145354
682,Saudi Arabia,34813518,147098.43454,0.4225325189485303
686,Senegal,16743853,57923.40128,0.34593830512009394
688,Serbia,8736843,161303.41389999999,1.8462437049629936
690,Seychelles,98295,860.6444,0.8755729182562695
694,Sierra Leone,7976915,26560.44746,0.33296640944525546
702,Singapore,5850212,80951.03012,1.383728147287654
703,Slovakia,5459074,90011.45524,1.6488410898991293
704,Viet Nam,97342743,820274.1622,0.8426659624744701
705,Slovenia,2078474,41926.2188,2.0171634959109426
706,Somalia,15893124,51351.238959999995,0.32310349406447714
710,South Africa,59308447,353993.70878,0.5968689565923047
716,Zimbabwe,14862850,49867.7415,0.3355193754898959
724,Spain,46745414,915179.5386399999,1.957795343603118
728,South Sudan,11193636,41627.85626,0.37188860045118494
729,Sudan,43848962,177526.0012,0.4048579330110482
732,Western Sahara,597282,2478.1883399999997,0.41491093654253763
740,Suriname,586575,4489.40994,0.765359918169032
748,Eswatini,1160110,4928.79468,0.4248558050529691
752,Sweden,10097218,198247.8597,1.9633909033161412
756,Switzerland,8652971,162471.84496,1.8776423145298877
760,Syrian Arab Republic,17500418,92852.4118,0.5305725371816833
762,Tajikistan,9537543,36253.96506,0.38011849655618857
764,Thailand,69798168,931387.50822,1.3344010808707758
768,Togo,8278683,27537.11186,0.33262672166575286
776,Tonga,105650,661.04222,0.6256906956933271
780,Trinidad and Tobago,1399405,16497.29966,1.1788795709605153
784,United Arab Emirates,9890327,22187.40316,0.22433437397974812
788,Tunisia,11818200,109747.37174,0.9286301783689563
792,Turkey,84336734,783684.91692,0.9292331819726383
795,Turkmenistan,6031074,32468.90586,0.5383602631969032
800,Uganda,45740919,107674.47032,0.23540075860740795
804,Ukraine,43730143,732980.11772,1.6761438848256225
807,North Macedonia,2083279,30233.58782,1.4512500639616681
818,Egypt,102333265,588180.89552,0.5747699885467351
826,United Kingdom,67875777,1236525.47088,1.821747795063915
830,Channel Islands,173808,3071.90372,1.767412155942189
834,United Republic of Tanzania,59734123,181235.31279999999,0.3034033207451627
840,United States of America,330974371,5428244.61462,1.640080045539236
850,United States Virgin Islands,104369,2082.78588,1.9955981948662918
854,Burkina Faso,20903207,58605.38788,0.2803655337671392
858,Uruguay,3474060,51716.93984,1.488659949453953
860,Uzbekistan,33468886,182278.81292,0.5446216910834738
862,Venezuela (Bolivarian Republic of),28435803,238944.585,0.8402948388691538
882,Samoa,198362,1100.18724,0.5546360895736079
887,Yemen,29825815,98839.72873999999,0.3313898672676673
894,Zambia,18383891,46098.90062,0.25075703843109165
